"","mz","mzmax","mzmin","intensity"
"143",283.061433506731,283.056915229253,283.064822285835,68535088
"144",325.144514517433,325.138952056375,325.148686456903,245628736
"145",326.14797658518,326.142388351064,326.152167855022,52039720
"146",337.108665806888,337.102793520801,337.113070122151,83730872
"147",338.111430863815,338.105532338131,338.117329543857,16141947
"148",339.124223305792,339.118298267488,339.130148499381,175563408
"149",340.126281042272,340.120329722737,340.13223251801,37786556
"150",388.140281077041,388.133026099739,388.14572244351,34420372
"151",393.208044615837,393.200647088004,393.215442352434,54893508
"152",394.210211103808,394.202785269189,394.215780617472,17258866
"153",398.209536436828,398.201997311576,398.215190921275,36354080
"154",401.188991717,401.181367818589,401.194709783427,80775472
"155",402.191571572105,402.183919079052,402.197311085228,19337364
"156",403.185914200244,403.178233298616,403.193595321367,23526524
"157",461.269108812069,461.259709740026,461.278508171402,832333184
"158",462.273940359581,462.264510553136,462.281012903771,275608576
"159",463.275243076291,463.265782618642,463.284703823734,49683920
"160",283.061363918397,283.05684564208,283.06475269663,82246920
"161",325.144422544669,325.138860085041,325.148594483067,268236272
"162",326.147883867169,326.14229563449,326.152075135934,54657040
"163",337.108557977464,337.102685692886,337.112962291595,103936384
"164",338.111427575535,338.105529051367,338.117326254062,21083550
"165",339.124079418291,339.118154381509,339.130004610357,240950944
"166",340.127607743201,340.121656386145,340.133559256461,50495872
"167",361.121991652795,361.115480862804,361.12850261887,20816164
"168",364.204957149358,364.198362805924,364.20990302447,25625716
"169",365.212628274949,365.206006543273,365.21925018672,46665364
"170",388.140167144289,388.132912168851,388.145608509359,23047070
"171",393.207879834579,393.200482308647,393.213428116029,77749616
"172",394.21014282455,394.20271699184,394.215712336783,19432986
"173",398.209407325852,398.201868202538,398.215061808846,50539972
"174",401.188861615095,401.181237718643,401.194579680053,70787888
"175",402.193330828977,402.185678283288,402.20098359308,17602128
"176",403.185826173981,403.178145274327,403.191586992764,22304326
"177",461.268936717989,461.259537648361,461.278336074906,1136382720
"178",462.273798217733,462.264368413711,462.280870760105,388020096
"179",463.275085758905,463.265625303688,463.284546503917,65810548
"180",923.549687777273,923.523059543857,923.569659708122,22570500
"181",923.609401469815,917.409588323284,925.569903010888,22570500
"182",282.053088203071,282.048594047119,282.056458890528,24067766
"183",283.061375125154,283.056856849255,283.064763903075,184551472
"184",284.064742490342,284.060200166738,284.068149304546,31241130
"185",295.134323971127,295.129513561893,295.139134497972,36047500
"186",296.14216649264,296.1373314487,296.147001654995,18742118
"187",297.149959342848,297.14509958512,297.154819219798,18674506
"188",323.129031770826,323.12352094824,323.133164980283,25410120
"189",325.144382527671,325.138820068556,325.148554465683,242623776
"190",326.147863608091,326.142275375928,326.152054876469,50942064
"191",336.100678661016,336.094832689955,336.105063239407,30499172
"192",337.108533057365,337.102660773329,337.112937371089,185368720
"193",338.110904982593,338.105006458969,338.116803660574,37284664
"194",339.124037378454,339.118112342219,339.129962569972,376076768
"195",340.127630948243,340.121679591737,340.133582460955,81220464
"196",351.123786375175,351.117544095728,351.128468194005,43913920
"197",364.204892935658,364.198298592833,364.209838810313,96047256
"198",365.211197541616,365.204575855574,365.217819407751,85852744
"199",366.216331636369,366.209682591546,366.222980862278,19482534
"200",393.207844428755,393.200446903506,393.213392709693,130727048
"201",394.210040248033,394.202614416009,394.215609759752,34874408
"202",398.209380281324,398.201841158706,398.215034763796,196519216
"203",399.213863761763,399.206296091363,399.221431647353,50494136
"204",401.18882700642,401.181203110671,401.19454507085,29108932
"205",461.268850892186,461.259451823426,461.278250248235,295904544
"206",462.273664507062,462.26423470391,462.280737048781,99681160
"207",463.277262007393,463.267801480602,463.284357592666,18313242
"208",283.061377271238,283.056858995197,283.064766049265,78464016
"209",325.144411301405,325.138848842115,325.148583239548,260568048
"210",326.147919425547,326.142331193209,326.152110694056,58915164
"211",337.108582497202,337.102710212982,337.112986811064,98696736
"212",338.111355686634,338.105457162826,338.117254364801,19052272
"213",339.124111437797,339.118186401377,339.130036629501,218102080
"214",340.12620889827,340.120257580628,340.132160372116,46629196
"215",361.121896663238,361.115385873643,361.128407628915,17670018
"216",364.204988067195,364.198393724163,364.209933942005,27864694
"217",365.212578738374,365.205957007102,365.219200649741,65325664
"218",366.216156395851,366.20950735082,366.222805621969,16753950
"219",388.140181769798,388.132926794803,388.145623134537,22933366
"220",393.207914440926,393.200516915445,393.213462722037,73235448
"221",394.210139083299,394.202713251042,394.215708595192,20721708
"222",398.209423579053,398.201884456199,398.215078061701,51772640
"223",401.188881296551,401.181257400565,401.19459936116,60619120
"224",403.185737457728,403.178056558542,403.19149827616,18240008
"225",461.26896579152,461.259566722466,461.278365147863,1437739776
"226",462.273824087957,462.264394284511,462.280896629898,473246208
"227",463.275111690107,463.265651235467,463.284572434542,85384512
"228",477.263825648517,477.253933474996,477.271244980494,27547240
"229",269.045294001306,269.041107132672,269.049480967677,55839972
"230",269.081858585956,269.077670862022,269.084999443064,17846562
"231",282.052954905656,282.048460751626,282.057449167101,40058688
"232",283.061257598733,283.056739324767,283.064646375203,372688800
"233",284.064665261256,284.060122939596,284.068072074002,63502092
"234",295.134182828426,295.129372421251,295.138993353212,67681208
"235",296.142177007602,296.137341965731,296.147012167888,32827664
"236",297.149717931076,297.144858175428,297.153362826052,45237588
"237",299.056345534925,299.051438924692,299.060025571847,18472628
"238",323.128893555039,323.123382734812,323.133026762728,57538600
"239",324.135589422506,324.128668702569,324.141126158049,14776220
"240",325.1442739198,325.138711463065,325.148445856028,402481984
"241",326.147776689221,326.142188459449,326.151967955806,85840400
"242",336.100619222202,336.094773253643,336.105003798718,58935780
"243",337.108425668435,337.102553386911,337.112829980274,357836384
"244",338.111177448472,338.105278927373,338.11707612393,69756192
"245",339.123938502872,339.118013469173,339.129863691856,861078272
"246",340.127504094932,340.121552740972,340.133455605096,181615632
"247",351.123660198958,351.117417922182,351.128342015784,92582120
"248",352.127470498125,352.12120142731,352.132172411106,18474182
"249",355.118215383226,355.111866281712,355.122977321105,18140914
"250",364.204837534466,364.198243194462,364.209783407005,175097296
"251",365.212421472401,365.20579974417,365.219043380727,248579008
"252",366.21605752836,366.209408486382,366.222706751424,61641628
"253",393.207741876113,393.200344354029,393.213290154676,310755328
"254",394.209890914972,394.202465086125,394.215460424308,84376288
"255",398.209293836563,398.201754717172,398.214948316615,339074656
"256",399.213737339314,399.206169672152,399.221305221666,89045776
"257",401.188773354102,401.181149461616,401.194491416085,36455752
"258",402.0956429835,402.087993225846,402.101380445005,42655112
"259",409.201607761078,409.193754331146,409.207497981899,29079246
"260",411.217544654792,411.209633117852,411.223478457336,68212760
"261",412.216165629784,412.204255152873,412.228076656222,16735075
"262",461.268748727933,461.259349663195,461.27814807996,374798112
"263",462.273574358191,462.264144559075,462.280646896884,127712488
"264",463.277134942834,463.267674420091,463.28423052507,21537446
"265",282.053180831334,282.048686673575,282.056551520145,22380944
"266",283.061485631441,283.056967353726,283.064874410724,144386032
"267",284.064858315701,284.060315990272,284.069400750085,24964216
"268",295.134443954162,295.129633542995,295.139254482941,29382152
"269",297.149836252654,297.144976492973,297.153481150654,18536750
"270",323.129085743983,323.123574919183,323.133218955102,22736752
"271",325.144538486,325.138976024649,325.14871042569,235390800
"272",326.148013357389,326.14242512298,326.152204627452,50622012
"273",336.100852835867,336.095006862457,336.105237416021,23895534
"274",337.108727090965,337.102854804569,337.11313140646,142829040
"275",338.110999694072,338.105101168078,338.116898374425,29010184
"276",339.124218601571,339.118293562955,339.130143795471,322703904
"277",340.126317207951,340.120365888103,340.132268684003,70436688
"278",364.205112367324,364.198518021848,364.210058243967,72775344
"279",365.212841287435,365.206219553709,365.219463201256,97380856
"280",366.216292488553,366.209643441058,366.222941717135,25344222
"281",393.208034990838,393.200637462616,393.215432727824,112392320
"282",394.210196617879,394.20277078287,394.215766131837,30287324
"283",398.209573605778,398.20203448013,398.215228090522,134716736
"284",399.214098766559,399.206531093117,399.221666655191,30972600
"285",401.189056718787,401.181432819974,401.194774785515,37191828
"286",461.269187962406,461.259788889869,461.278587322233,551196352
"287",462.273978381909,462.264548574967,462.281050926471,181801296
"288",463.275243547619,463.265783089473,463.28470429556,29836980
"289",282.053033381291,282.048539225277,282.057527644722,35123720
"290",283.061402395124,283.056884119163,283.064791173091,189787792
"291",284.064745597171,284.060203273505,284.068152411422,32468492
"292",295.134290831567,295.129480422267,295.139101358477,39869648
"293",296.142095277189,296.137260233182,296.14693043961,20187904
"294",297.149935429126,297.145075671332,297.154795306143,20466274
"295",323.129060745994,323.123549923333,323.133193955508,27275624
"296",324.137793874963,324.132257243371,324.143330648417,18923386
"297",325.144408634992,325.138846175801,325.148580573062,261134272
"298",326.147878567971,326.142290335731,326.152069836406,55497772
"299",336.100719537545,336.094873566405,336.105104115997,43254108
"300",337.108577368927,337.10270508481,337.112981682712,192440544
"301",338.111011337199,338.103638206687,338.116910015262,35763160
"302",339.124046982353,339.118121946037,339.129972173953,426180576
"303",340.127630215883,340.121678859295,340.133581728676,90622616
"304",351.123816530385,351.117574250852,351.128498349278,45731952
"305",364.204938665702,364.198344322786,364.209884540425,111504072
"306",365.211178879028,365.204557192895,365.217800745254,103683280
"307",366.216375757077,366.209726712163,366.223024983078,24753478
"308",393.207871857523,393.200474332173,393.213420138537,157750320
"309",394.210031859075,394.202606026949,394.215601370871,42926376
"310",398.209425872413,398.201886749692,398.215080354963,195353168
"311",399.213868312997,399.206300642493,399.221436198691,48656396
"312",461.268894973566,461.259495904677,461.278294329744,650637248
"313",462.273763864052,462.264334060771,462.280836405868,224666976
"314",463.277371833114,463.267911306193,463.286832649832,36460572
"315",283.061542116483,283.057023837844,283.064930896458,126515384
"316",284.064937670989,284.060395344631,284.069480106302,22055600
"317",323.129153822159,323.123642996232,323.133287034123,17746564
"318",325.14458906516,325.139026602672,325.148761005702,179333744
"319",326.148075400908,326.142487165357,326.152266671827,40163248
"320",337.108775873247,337.10290358565,337.113180189642,115386040
"321",338.111127834865,338.105229307665,338.117026516424,25044236
"322",339.122878200322,339.116953199316,339.128803356612,237141488
"323",340.126470924559,340.120519603495,340.132422401828,56157772
"324",351.123984240535,351.117741957303,351.128666062204,30947582
"325",364.205216366543,364.198622019719,364.21181089247,50729268
"326",365.212777609174,365.206155874094,365.219399524349,123426336
"327",366.214766278277,366.208117274693,366.221415462946,33262532
"328",393.208191179105,393.20079364937,393.215588917603,81823848
"329",394.21032712424,394.202901287713,394.215896639336,22563564
"330",398.209666009652,398.202126882463,398.215320495552,96499864
"331",399.212328553961,399.204760932769,399.219896390342,22543930
"332",461.269355810471,461.259956736013,461.276405304848,354874944
"333",462.274121552791,462.264691743922,462.283551650203,117511576
"334",463.275417375885,463.265956915805,463.28487812576,18451624
"335",282.052989683519,282.048495528508,282.057483945945,22139956
"336",283.061348130718,283.056829855767,283.064736907929,193305664
"337",284.064717372607,284.060175049956,284.068124186097,33068818
"338",323.128901789698,323.123390968268,323.133034998289,25929322
"339",325.144364423336,325.138801965387,325.148536360474,342003904
"340",326.147847769728,326.142259538736,326.152039037227,78647528
"341",337.108526361079,337.102654078274,337.11293067388,203335280
"342",338.111219620445,338.105321098058,338.11711829719,41819284
"343",339.124010600219,339.118085565227,339.128454478368,457050208
"344",340.12757827139,340.121626916132,340.133529782854,96589440
"345",341.135679620063,341.12372406127,341.147641014642,15474781
"346",351.123823676422,351.117581398284,351.12850549427,46299112
"347",364.204911552442,364.198317210999,364.209857426061,91483320
"348",365.212483514879,365.205861785203,365.219105424651,169861920
"349",366.216011331891,366.209362288462,366.2209982333,41623592
"350",393.207841674111,393.200444150414,393.213389953886,160305408
"351",394.210006869244,394.202581038776,394.215576379795,44351900
"352",398.209376051317,398.20183693028,398.215030532604,165264032
"353",399.213818359344,399.206250690531,399.219494252172,42660000
"354",401.188838807713,401.181214913563,401.194556870944,52863104
"355",409.201664704242,409.193811272597,409.20755492635,23387344
"356",411.217663304296,411.209751765629,411.223597108135,40051984
"357",417.183861395084,417.175777054519,417.189924804725,21392516
"358",461.268858042317,461.259458975528,461.278257396395,1185431168
"359",462.273740387224,462.26431058605,462.280812927461,401240288
"360",463.277317620472,463.267857095664,463.286778435077,68498136
"361",477.263774464839,477.253882293701,477.271193795027,27241340
"362",282.053204619796,282.048710463998,282.056575307137,23672460
"363",283.061486236508,283.056967960764,283.064875014313,199705168
"364",284.064856925893,284.060314602445,284.06826373998,32646444
"365",295.134477628586,295.129667219517,295.139288155266,43229980
"366",296.142269216028,296.137434172254,296.147104378218,20314326
"367",297.150065980727,297.145206223165,297.154925857511,26952592
"368",323.12910981511,323.123598992713,323.133243024426,26547816
"369",325.144493864034,325.13893140511,325.148665801904,264137088
"370",326.148006158266,326.142417926294,326.1521974265,60506216
"371",337.108640977446,337.102768693611,337.11304529102,190192624
"372",338.111442502351,338.10554397893,338.117341180131,40351992
"373",339.124148613767,339.118223577736,339.130073805083,390994304
"374",340.127718132221,340.121766775919,340.133669644729,83220752
"375",351.123866749942,351.117624470709,351.128548568612,48952268
"376",364.205038724844,364.198444382244,364.20998459933,104580888
"377",365.211096668721,365.204474982906,365.21771853463,128440200
"378",366.216384360232,366.209735315636,366.223033585913,30958422
"379",393.207924092517,393.200526567521,393.213472373264,148206864
"380",394.210058444381,394.202632612611,394.215627955909,40700416
"381",398.209480911337,398.201941788978,398.215135393615,213455616
"382",399.213912756027,399.206345085886,399.221480641358,55476164
"383",402.095804663271,402.088154902606,402.101542127034,20594544
"384",461.26887039311,461.259471324672,461.278269748837,291424064
"385",462.273722958594,462.264293155766,462.280795500071,101354360
"386",463.277311916847,463.26785139038,463.284407501877,17053078
"387",283.061594581386,283.057076304975,283.06498335969,114284072
"388",284.064969410215,284.060427086097,284.069511843288,18643578
"389",325.144595644751,325.139033185006,325.148767583236,228203152
"390",326.148111162953,326.142522930156,326.152302431805,50497680
"391",337.108769995914,337.102897711213,337.113174310138,118334208
"392",338.111675705729,338.105777181438,338.117574384379,22849380
"393",339.124287739814,339.118362702909,339.130212932004,217662240
"394",340.126403520617,340.120452202486,340.13235499495,49078968
"395",364.205183422798,364.198589079226,364.210129298013,45341192
"396",365.212881451886,365.206259720072,365.219503363796,63468240
"397",366.216436713909,366.209787668333,366.223085940572,16049842
"398",393.208031141837,393.200633615751,393.213579423403,83415568
"399",394.210239729919,394.202813897053,394.215809242269,21305696
"400",398.20957786245,398.202038738979,398.215232345562,95489688
"401",399.214054257654,399.206486586397,399.221622144102,21645354
"402",401.189016128171,401.181392231559,401.194734193248,64831488
"403",402.191566938938,402.183914447691,402.197306450706,16494583
"404",403.185933540458,403.178252640643,403.193614659767,19805494
"405",461.269004066472,461.259604996648,461.278403423586,289971328
"406",462.273834981792,462.264405177573,462.280907524312,100136712
"407",463.277429828119,463.267969300256,463.286890645779,16329527
"408",477.263864888628,477.253972714297,477.27375737052,31671320
"409",283.061462289943,283.056944014204,283.064851067743,104273688
"410",284.064808305906,284.060265982463,284.068215119989,17837488
"411",325.144468383503,325.138905924585,325.148640321367,260077328
"412",326.147983696025,326.14239546406,326.152174964254,56396288
"413",337.108605311028,337.102733027201,337.113009624596,112190272
"414",338.111321013384,338.105422489971,338.117219691156,22037542
"415",339.124124550434,339.11819951441,339.128568429357,196547376
"416",340.12766001891,340.121708662615,340.13361153141,42459360
"417",341.138727991068,341.129761131652,341.147695152582,16646578
"418",361.121950289123,361.115439499964,361.126833496547,30997448
"419",364.205011570227,364.198417227635,364.209957444706,41635084
"420",365.134769836703,363.206160847638,366.214740387766,41720812
"421",365.212931801811,365.206310070982,365.219553712735,41720812
"422",393.207890595797,393.200493070811,393.213438876538,74272640
"423",394.210105634065,394.202679802304,394.215675145586,20052366
"424",398.209435859323,398.201896736973,398.216975195782,87185792
"425",399.213886453155,399.206318783024,399.219562346971,22249950
"426",401.188903833251,401.181279937773,401.194621897477,76234096
"427",402.193323029268,402.185670484557,402.200975792393,18836870
"428",403.140108615382,403.132429033499,403.145868445804,17653910
"429",403.185802944997,403.178122046325,403.193484063164,22786126
"430",461.271124383289,461.261725243042,461.280523810828,381727456
"431",462.273740274357,462.264310471541,462.280812815825,134223472
"432",463.277283927366,463.267823400911,463.284379512386,22341288
"433",477.263731539858,477.253839366998,477.273624020277,51134060
"434",478.26928612163,478.259362666315,478.279209885802,16305691
"435",283.061530522358,283.057012246197,283.064919300475,63242460
"436",325.144547660969,325.138985201532,325.148719599224,213000784
"437",326.148034293878,326.142446061391,326.152225562499,46636296
"438",337.108718215147,337.102845930771,337.113122529126,75028656
"439",339.124210822803,339.118285786225,339.128654702141,126154800
"440",340.127672355791,340.121720998939,340.133623868847,25686416
"441",364.205121812747,364.198527469539,364.210067687689,21542990
"442",365.212596928176,365.205975196728,365.21756334495,62137644
"443",393.207970254881,393.200572729203,393.21351853614,48431128
"444",398.209527842373,398.201988719319,398.217067179536,31372924
"445",401.188983581393,401.181359685203,401.194701646154,52285676
"446",403.140214078048,403.132534495446,403.145973909008,31244132
"447",425.198077767262,425.189759357343,425.204316734901,37951144
"448",461.271247511612,461.261848370487,461.280646940031,481654944
"449",462.273854224411,462.264424420713,462.28092676654,166261840
"450",463.277373655581,463.267913128241,463.284469241265,28132678
"451",477.263787042967,477.253894869182,477.273679524312,110341120
"452",478.266899502819,478.256976123789,478.276823190703,32906466
"453",282.05315369506,282.04865954074,282.057647956797,20200500
"454",283.061431476778,283.05691320252,283.064820253469,143247344
"455",284.064832548842,284.060290226888,284.068239361809,22308464
"456",295.134400904962,295.129590497475,295.139211430059,36074232
"457",296.141091935008,296.136256892823,296.145927095607,15752994
"458",325.144402973667,325.138840516572,325.148574910164,174535888
"459",326.147914419573,326.142326189439,326.152105686429,39255984
"460",336.100730178221,336.094884209283,336.10511475502,23955026
"461",337.108546548484,337.102674266581,337.112950860609,134542352
"462",338.111297623089,338.105399101608,338.117196298929,26539788
"463",338.151971802793,338.146072239287,338.157871520694,17789028
"464",339.124058652036,339.118133617953,339.129983841403,228608416
"465",340.127640513536,340.121689159191,340.133592024086,50471788
"466",351.123781513109,351.117539235929,351.128463330239,35562624
"467",364.204928211597,364.198333871165,364.209874084456,91620968
"468",365.210946844214,365.204325160577,365.217568707945,93438032
"469",366.216290307645,366.209641265236,366.22293953114,20123718
"470",393.207806100867,393.200408578304,393.213354379789,82405256
"471",394.209943734611,394.202517905283,394.217369773769,22163174
"472",398.209359456233,398.201820336353,398.215013936651,199934432
"473",399.213789125935,399.206221458283,399.221357008777,50652104
"474",461.270944551688,461.26154541452,461.280343976148,43021520
"475",283.061484476108,283.056966199972,283.064873254206,68639552
"476",325.144503958986,325.138941499579,325.148675897217,122130256
"477",326.148008912418,326.142420679962,326.152200181015,27587336
"478",337.108647011775,337.102774727432,337.11305132573,65160280
"479",339.124177195127,339.118252158582,339.12862107444,114435320
"480",340.127665626585,340.121714269766,340.133617139608,24339124
"481",365.212431987933,365.205810256521,365.217398404679,100373648
"482",366.216038276456,366.209389231284,366.221025179172,25045428
"483",401.188927890713,401.181303994565,401.194645955442,32407154
"484",461.271177278666,461.261778137593,461.280576707032,184243072
"485",462.273738998879,462.264309195233,462.280811540969,64367496
"486",283.061482408803,283.056964133225,283.064871186483,75421512
"487",325.144475204862,325.138912746142,325.148647142578,98892160
"488",326.147997441271,326.142409209505,326.152188709351,22320616
"489",337.108619520671,337.102747237052,337.113023834082,67312720
"490",339.124131388986,339.118206353172,339.128575267751,102888544
"491",340.127659324196,340.121707968113,340.133610836485,22542908
"492",365.212325735058,365.205704004464,365.21729215119,141683936
"493",366.215958014419,366.209308970069,366.22094491652,37187364
"494",411.217607964862,411.209696425098,411.223541769523,40220816
"495",283.061487745844,283.056969472137,283.064876522121,53994088
"496",325.144420280585,325.138857824168,325.148592216574,63858312
"497",337.108601604647,337.10272932346,337.113005916235,44577756
